Title,Authors,Abstract,Funders,Language,DOI,Repository link,Publication date,Journal,Publisher,Pages,Subjects
Unsupervised segmentation and clustering time series approach to Southern Africa rainfall regime changes,"Chipindu, L.; Mupangwa, W.; Nyagumbo, I.; Zaman-Allah, M.","Analysis of hydro-climatological time series and spatiotemporal dynamics of meteorological variables has become critical in the context of climate change, especially in Southern African countries where rain-fed agriculture is predominant. In this work, we compared modern unsupervised time series and segmentation approaches and commonly used time series models to analyse rainfall regime changes in the coastal, sub-humid and semi-arid regions of Southern Africa. Rainfall regimes change modelling and prediction inform farming strategies especially when choosing measures for mixed crop–livestock farming systems, as farmers can decide to do rainwater harvesting and moisture conservation or supplementary irrigation if water resources are available. The main goal of this study was to predict/identify rainfall cluster trends over time using regression with hidden logistic process (RHLP) or hidden Markov model regression (HMMR) supplemented by autoregressive integrated moving average (ARIMA) and Facebook Prophet models. Historical time series rainfall data was sourced from meteorological services departments for selected site over an average period of 55 years. Commonly used approaches forecasted an upward rainfall trend in the coastal and sub-humid regions and a declining trend in semi-arid areas with high variability between and within seasons. For all sites, Ljung-Box Test Statistics suggested the existence of autocorrelation in rainfall time series data. Prediction capabilities were investigated using the root mean square error (RMSE), mean absolute error (MAE) and mean absolute percentage error (MAPE) which indicated not much difference between ARIMA and Facebook Prophet models. RHLP and HMMR offered a unique clustering and segmentation approach examining between and within-season rainfall variability. A maximum of 20 unique rainfall clusters with similar trend characteristics were determined as going beyond this brought non-significant difference to regime changes. A clear trend was exhibited from 1980 going backwards as compared to recent years signifying how unpredictable is rainfall in Southern Africa. The unsupervised approaches predicted a clear cluster trend in coastal than in sub-humid and semi-arid and the performance was assessed using Akaike information criteria and log-likelihood which showed improvement in prediction power as the number of segmentation clusters approaches 20.",United States Agency for International Development (USAID),English,10.1002/gdj3.228,https://hdl.handle.net/10883/22743,2023,Geoscience Data Journal,John Wiley & Sons Inc.,,coastal areas; semiarid zones; subhumid zones; rainfall; climate change; autoregressive integrated moving average; facebook prophet; hidden markov model regression; regression with hidden logistic process
Redesigning crop varieties to win the race between climate change and food security,"Pixley, K.V.; Cairns, J.E.; Lopez-Ridaura, S.; Ojiewo, C.O.; Maryam Abba Dawud; Drabo, I.; Taye Mindaye; Nebie, B.; Asea, G.; Das, B.; Daudi, H.; Desmae, H.S.; Batieno, B.J.; Boukar, O.; Mukankusi, C.; Nkalubo, S.; Hearne, S.; Dhugga, K.; Gandhi, H.; Snapp, S.S.; Zepeda Villarreal, E.A.","Climate change poses daunting challenges to agricultural production and food security. Rising temperatures, shifting weather patterns, and more frequent extreme events have already demonstrated their effects on local, regional, and global agricultural systems. Crop varieties that withstand climate-related stresses and are suitable for cultivation in innovative cropping systems will be crucial to maximize risk avoidance, productivity, and profitability under climate-changed environments. We surveyed 588 expert stakeholders to predict current and novel traits that may be essential for future pearl millet, sorghum, maize, groundnut, cowpea, and common bean varieties, particularly in sub-Saharan Africa. We then review the current progress and prospects for breeding three prioritized future-essential traits for each of these crops. Experts predict that most current breeding priorities will remain important, but that rates of genetic gain must increase to keep pace with climate challenges and consumer demands. Importantly, the predicted future-essential traits include innovative breeding targets that must also be prioritized; for example, (1) optimized rhizosphere microbiome, with benefits for P, N, and water use efficiency, (2) optimized performance across or in specific cropping systems, (3) lower nighttime respiration, (4) improved stover quality, and (5) increased early vigor. We further discuss cutting-edge tools and approaches to discover, validate, and incorporate novel genetic diversity from exotic germplasm into breeding populations with unprecedented precision, accuracy, and speed. We conclude that the greatest challenge to developing crop varieties to win the race between climate change and food security might be our innovativeness in defining and boldness to breed for the traits of tomorrow.",,English,10.1016/j.molp.2023.09.003,https://hdl.handle.net/10883/22738,2023,Molecular Plant,Cell Press,1590-1611,climate change; cropping systems; food security; crops; crop breeding; expert survey
"Determining factors of durum wheat bread loaf volume and alveograph characteristics under optimal, drought and heat stress conditions","Labuschagne, M.; Guzman, C.; Crossa, J.; Biljon, A.","Durum wheat is an important crop, especially in Mediterrannean countries; around 25% of durum wheat world-wide, and 70–90% in the Middle East, is used for bread making. Climate change is causing increased periods of drought stress and higher temperatures which are affecting wheat quality. Alveograph extensibility is important for durum wheat loaf volume (LFV), as is the relationship between dough tenacity and extensibility. This study was done to identify the factors determining LFV and alveograph properties under optimal and stress conditions. Six durum wheat cultivars with the same glutenin composition were grown for two seasons under optimal, drought and heat stress conditions. Good LFV was consistently related with higher dough extensibility, irrespective of production conditions. A number of the LMW glutenin fractions, and the γ-gliadins were significantly reduced and β-gliadins were increased under both heat and drought stress. The large and total unextractable polymeric proteins and unextractable HMW glutenins were significantly reduced by heat stress. In a multiple regression of LFV (without alveograph values), solvent retention capacity and sodium dodecyl sulphate sedimentation were the best predictors of LFV under all conditions. Size-exclusion high-performance liquid chromatography fractions combined with flour protein content were good predictors of LFV only under optimal conditions.",,English,10.1016/j.jcs.2023.103791,https://hdl.handle.net/10883/22736,2023,Journal of Cereal Science,Academic Press Inc.,,alveographs; hard wheat; heat stress; drought stress; loaf volume; durum wheat; flour protein content
"Heat-tolerant maize for rainfed hot, dry environments in the lowland tropics: from breeding to improved seed delivery","Zaidi, P.; Vinayan, M.T.; Nair, S.K.; Kuchanur, P.; Kumar, R.; Singh, S.B.; Tripathi, M.P.; Patil, A.; Ahmed, S.; Hussain, A.; Kulkarni, A.P.; Wangmo, P.; Tuinstra, M.R.; Prasanna, B.M.","Climate change-induced heat stress combines two challenges: high day- and nighttime temperatures, and physiological water deficit due to demand-side drought caused by increase in vapor-pressure deficit. It is one of the major factors in low productivity of maize in rainfed stress-prone environments in South Asia, affecting a large population of smallholder farmers who depend on maize for their sustenance and livelihoods. The International Maize and Wheat Improvement Center (CIMMYT) maize program in Asia, in partnership with public-sector maize research institutes and private-sector seed companies in South Asian countries, is implementing an intensive initiative for developing and deploying heat-tolerant maize that combines high yield potential with resilience to heat and drought stresses. With the integration of novel breeding tools and methods, including genomics-assisted breeding, doubled haploidy, field-based precision phenotyping, and trait-based selection, new maize germplasm with increased tolerance to heat stress is being developed for the South Asian tropics. Over a decade of concerted effort has resulted in the successful development and release of 20 high-yielding heat-tolerant maize hybrids in CIMMYT genetic backgrounds. Via public–private partnerships, eight hybrids are presently being deployed on over 50,000 ha in South Asian countries, including Bangladesh, Bhutan, India, Nepal, and Pakistan.",United States Agency for International Development (USAID),English,10.1016/j.cj.2023.06.008,https://hdl.handle.net/10883/22722,2023,The Crop Journal,Institute of Crop Sciences,986-1000,climate change; drought; heat stress; lowland; maize; vapour pressure deficit; lowland tropics
Impact of adoption of heat-stress tolerant maize hybrid on yield and profitability: evidence from Terai region of Nepal,"Kulkarni, A.P.; Tripathi, M.P.; Gautam, D.; Koirala, K.B.; Kandel, M.; Regmi, D.; Sapkota, S.; Zaidi, P.","Abiotic stresses (drought, heat) are one of the major impediments to enhancing the maize productivity of marginal farmers in the facet of climate change. The present study attempts to investigate the impact of heat-tolerant maize hybrid on yield and income in the Terai region of Nepal. This study uses cross-sectional farm household-level data collected in August 2021 from a randomly selected sample of 404 rural households. We used a doubly robust inverse probability weighted regression adjustment method to obtain reliable impact estimates. Adoption of heat-tolerant hybrid increases yields by 16% and income by 44% in the spring season (a stress condition). Overall, yield increases by 12%, net income by 31%, saving of 40% in seed costs, and per capita food expenditure increases by 8.50%. Hence a conducive environment must be created for scaling up heat-tolerant maize varieties to increase productivity, minimize risk, and transform of the maize sector.",United States Agency for International Development (USAID),English,10.3389/fsufs.2023.1101717,https://hdl.handle.net/10883/22728,2023,Frontiers in Sustainable Food Systems,Frontiers,,heat stress; heat tolerance; maize; hybrids; budgets; yields; inverse probability weighted regression; heat tolerant maize hybrid; partial budget
"Soil moisture content and maize grain yield under conventional and conservation agriculture practices - results of short term field tests in liselo, Namibia","Kudumo, L.P.; Itanna, F.; Thierfelder, C.; Kambatuku, J.","This article focuses on the results from trials developed to monitor the short-term effects of conventionally tilled systems versus CA on soil quality and crop productivity under conditions of the major cropping systems in central, north-central and north-eastern regions of Namibia. Conventional tillage (CT), Minimum tillage (MT), Minimum tillage, mulch (MT-M), Minimum tillage, rotation (MT-R) and Minimum tillage, mulch and rotation (MT-MR) were the primary treatments tested. Significant differences (p≤0.000) among the treatments were observed in the 0-60 cm soil profiles where MT-M plots had the highest soil moisture content (39.8 mm, Standard Error of Mean 0.2815) over the study period. A significant difference (p=0.0206) in grain yield was observed in the second season with CT plots yielding the highest grain yield (3852.3 kg ha-1, standard error of mean 240.35). Results suggest that CA has the potential to increase water conservation and contribute to reduction of the risk of crop failure. Climate change driven degradation under conventional tillage necessitate alternative sustainable tillage methods. Conservation tillage methods and conservation agricultural practices that minimize soil disturbance while maintaining soil cover need to be adopted more locally as viable alternatives to conventional tillage.",Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,English,10.5897/AJAR2023.16327,https://hdl.handle.net/10883/22704,2023,African Journal of Agricultural Research,Academic Journals,891-896,conservation agriculture; conventional tillage; grain; yields; soil water content; maize; grain yield; soil moisture content
High-resolution CMIP6 climate projections for Ethiopia using the gridded statistical downscaling method,"Mequanint, F.; Gayler, S.; Weber, T.K.D.; Tesfaye, K.; Streck, T.","High-resolution climate model projections for a range of emission scenarios are needed for designing regional and local adaptation strategies and planning in the context of climate change. To this end, the future climate simulations of global circulation models (GCMs) are the main sources of critical information. However, these simulations are not only coarse in resolution but also associated with biases and high uncertainty. To make the simulations useful for impact modeling at regional and local level, we utilized the bias correction constructed analogues with quantile mapping reordering (BCCAQ) statistical downscaling technique to produce a 10 km spatial resolution climate change projections database based on 16 CMIP6 GCMs under three emission scenarios (SSP2-4.5, SSP3-7.0, and SSP5-8.5). The downscaling strategy was evaluated using a perfect sibling approach and detailed results are presented by taking two contrasting (the worst and best performing models) GCMs as a showcase. The evaluation results demonstrate that the downscaling approach substantially reduced model biases and generated higher resolution daily data compared to the original GCM outputs.",,English,10.1038/s41597-023-02337-2,https://hdl.handle.net/10883/22656,2023,Scientific Data,Nature Publishing Group,442,climate change; hydrology; crop modelling; data; high-resolution climate models; global circulation models; bias correction constructed analogues; cmip6
Maximizing soil organic carbon stocks under cover cropping: insights from long-term agricultural experiments in North America,"Yajun Peng; Rieke, E.L.; Chahal, I.; Norris, C.E.; Janovicek, K.; Mitchell, J.P.; Roozeboom, K.L.; Hayden, Z.D.; Strock, J.S.; Machado, S.; Sykes, V.R.; Deen, B.; Bañuelos, O.; Gamble, A.V.; Scow, K.M.; Brainard, D.C.; Millar, N.; Johnson, G.A.; Schindelbeck, R.R.; Kurtz, K.; Van Es, H.M.; Sandeep Kumar; Van Eerd, L.L.","Cover crops are widely advocated for increasing soil organic carbon (SOC) levels, thereby benefiting soil health improvement and climate change mitigation. Few regional-scale studies have robustly explored SOC stocks under cover cropping, due to limited long-term experiments. We used the unique experimental data from the North American Project to Evaluate Soil Health Measurements conducted in 2019 to address this issue. This study included 19 agricultural research sites with 36 pairs of cover cropping established between 1896 and 2014. Explanatory variables related to site-specific environmental conditions and management practices were collected to identify and prioritize contributing factors that affect SOC stocks with cover crops, by coupling the Boruta algorithm and structural equation modeling. Overall, cover crops significantly (P < 0.05) improved several indicators of soil health, including greater SOC (concentration: +8%; stock: +7%), total nitrogen (+8%), water-stable aggregates (+15%), and potential carbon mineralization (+34%), on average, compared to no cover crop control. Likewise, on average, cover crops sequestered SOC 3.55 Mg C ha-1 (0–15 cm depth), with a sequestration rate of 0.24 Mg C ha-1 yr-1. In addition, we found climate (Hargreaves climatic moisture deficit) was important in explaining the variation of SOC stocks with cover crops, followed by soil properties (e.g., soil clay content). In terms of management practices, cover crop type had a significant positive (0.36) effect on SOC stocks, with non-legumes showing a greater impact, compared to legumes and mixtures. Crop rotational diversity also had a positive (0.28) effect on SOC accumulation. Our findings suggested that integrating non-legume cover crops into diverse crop rotation is likely to be a promising strategy to maximize SOC stocks with cover crops across North America.",,English,10.1016/j.agee.2023.108599,https://hdl.handle.net/10883/22644,2023,"Agriculture, Ecosystems and Environment",Elsevier B.V.,,carbon mineralization; carbon sequestration; soil organic matter; climate change mitigation; agricultural research; aggregate stability; boruta analysis; structural equation modeling
Simulation of winter wheat response to variable sowing dates and densities in a high-yielding environment,"Dueri, S.; Brown, H.; Asseng, S.; Ewert, F.; Webber, H.; George, M.; Craigie, R.; Guarin, J.R.; Pequeno, D.N.L.; Stella, T.; Mukhtar Ahmed; Alderman, P.D.; Basso, B.; Berger, A.G.; Bracho-Mujica, G.; Cammarano, D.; Yi Chen; Dumont, B.; Rezaei, E.E.; Fereres, E.; Ferrise, R.; Gaiser, T.; Yujing Gao; Garcia-Vila, M.; Gayler, S.; Hochman, Z.; Hoogenboom, G.; Kersebaum, K.C.; Nendel, C.; Olesen, J.E.; Padovan, G.; Palosuo, T.; Priesack, E.; Pullens, J.W.M.; Rodríguez, A.; Rötter, R.P.; Ruiz Ramos, M.; Semenov, M.A.; Senapati, N.; Siebert, S.; Srivastava, A.K.; Stockle, C.; Supit, I.; Fulu Tao; Thorburn, P.J.; Wang, E.; Weber, T.K.D.; Liujun Xiao; Chuang Zhao; Jin Zhao; Zhigan Zhao; Yan Zhu; Martre, P.","Crop multi-model ensembles (MME) have proven to be effective in increasing the accuracy of simulations in modelling experiments. However, the ability of MME to capture crop responses to changes in sowing dates and densities has not yet been investigated. These management interventions are some of the main levers for adapting cropping systems to climate change. Here, we explore the performance of a MME of 29 wheat crop models to predict the effect of changing sowing dates and rates on yield and yield components, on two sites located in a high-yielding environment in New Zealand. The experiment was conducted for 6 years and provided 50 combinations of sowing date, sowing density and growing season. We show that the MME simulates seasonal growth of wheat well under standard sowing conditions, but fails under early sowing and high sowing rates. The comparison between observed and simulated in-season fraction of intercepted photosynthetically active radiation (FIPAR) for early sown wheat shows that the MME does not capture the decrease of crop above ground biomass during winter months due to senescence. Models need to better account for tiller competition for light, nutrients, and water during vegetative growth, and early tiller senescence and tiller mortality, which are exacerbated by early sowing, high sowing densities, and warmer winter temperatures.",,English,10.1093/jxb/erac221,https://hdl.handle.net/10883/22643,2022,Journal of Experimental Botany,Oxford University Press,5715-5729,sowing date; tillering; wheat; yield potential; multi-model ensemble; sowing density; tiller mortality
Comprehensive assessment of climate extremes in high-resolution CMIP6 projections for Ethiopia,"Mequanint, F.; Gayler, S.; Weber, T.K.D.; Tesfaye, K.; Streck, T.","Climate extremes have more far-reaching and devastating effects than the mean climate shift, particularly on the most vulnerable societies. Ethiopia, with its low economic adaptive capacity, has been experiencing recurrent climate extremes for an extended period, leading to devastating impacts and acute food shortages affecting millions of people. In face of ongoing climate change, the frequency and intensity of climate extreme events are expected to increase further in the foreseeable future. This study provides an overview of projected changes in climate extremes indices based on downscaled high-resolution (i.e., 10 × 10 km (Formula presented.)) daily climate data derived from global climate models (GCMs). The magnitude and spatial patterns of trends in the projected climate extreme indices were explored under a range of emission scenarios called Shared Socioeconomic Pathways (SSPs). The performance of the GCMs to reproduce the observed climate extreme trends in the base period (1983–2012) was evaluated, the changes in the climate projections (2020–2100) were assessed and the associated uncertainties were quantified. Overall, results show largely significant and spatially consistent trends in the projected temperature-derived extreme indices with acceptable model performance in the base period. The projected changes are dominated by the uncertainties in the GCMs at the beginning of the projection period while by the end of the century proportional uncertainties arise both from the GCMs and SSPs. The results for precipitation-related extreme indices are heterogeneous in terms of spatial distribution, magnitude, and statistical significance coverage. Unlike the temperature-related indices, the uncertainty from internal climate variability constitutes a considerable proportion of the total uncertainty in the projected trends. Our work provides a comprehensive insight into the projected changes in climate extremes at relatively high spatial resolution and the related sources of projection uncertainties.",,English,10.3389/fenvs.2023.1127265,https://hdl.handle.net/10883/22627,2023,Frontiers in Environmental Science,Frontiers Media S.A.,,extreme weather events; trends; uncertainty; climate extremes; coupled model intercomparison project; shared socioeconomic pathways
Satellite imagery for high-throughput phenotyping in breeding plots,"Pinto Espinosa, F.; Zaman-Allah, M.; Reynolds, M.P.; Schulthess, U.","Advances in breeding efforts to increase the rate of genetic gains and enhance crop resilience to climate change have been limited by the procedure and costs of phenotyping methods. The recent rapid development of sensors, image-processing technology, and data-analysis has provided opportunities for multiple scales phenotyping methods and systems, including satellite imagery. Among these platforms, satellite imagery may represent one of the ultimate approaches to remotely monitor trials and nurseries planted in multiple locations while standardizing protocols and reducing costs. However, the deployment of satellite-based phenotyping in breeding trials has largely been limited by low spatial resolution of satellite images. The advent of a new generation of high-resolution satellites may finally overcome these limitations. The SkySat constellation started offering multispectral images at a 0.5 m resolution since 2020. In this communication we present a case study on the use of time series SkySat images to estimate NDVI from wheat and maize breeding plots encompassing different sizes and spacing. We evaluated the reliability of the calculated NDVI and tested its capacity to detect seasonal changes and genotypic differences. We discuss the advantages, limitations, and perspectives of this approach for high-throughput phenotyping in breeding programs.",CGIAR Trust Fund,English,10.3389/fpls.2023.1114670,https://hdl.handle.net/10883/22607,2023,Frontiers in Plant Science,Frontiers,,high-throughput phenotyping; satellites; wheat; maize; breeding; normalized difference vegetation index; optimized soil; adjusted vegetation index
